Rent_Type,Title,Location,Bedrooms,Bathrooms,Rent,Availability_Month,Gender,Property_URL
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,6000,July,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/58521/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1500,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/58381/bachelor
Seat,Bachelor Seat Rent,"Zinzira, Keraniganj",1,1,1350,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/58267/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1700,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/58265/bachelor
Room,Bachelor Room Rent,"Kadamtali, Keraniganj",1,1,3500,July,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/57253/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1750,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/57250/bachelor
Seat,Bachelor Seat Rent,"Kadamtali, Keraniganj",1,1,1750,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/56773/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1500,June,Anyone,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/56638/bachelor
Room,Bachelor Room Rent,"Kadamtali, Keraniganj",1,1,4500,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/55609/bachelor
Seat,Bachelor Seat Rent,"Zinzira, Keraniganj",1,1,1750,May,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/55605/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1550,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/54980/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,2650,May,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/54455/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3500,May,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/53699/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3500,April,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/53203/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1500,April,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/52047/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3500,April,Female,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/48514/bachelor
Room,Bachelor Room Rent,"Kadamtali, Keraniganj",1,1,4750,February,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/46485/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1500,January,Anyone,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/41825/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3500,December,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/40939/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,5500,November,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/40426/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,4500,October,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/39323/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,4000,October,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/38757/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1500,October,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/37355/bachelor
Flat,Bachelor Flat Rent,"Keraniganj, Dhaka",1,1,5000,October,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/36005/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,2800,August,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/35716/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1750,September,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/35079/bachelor
Seat,Bachelor Seat Rent,"Keraniganj, Dhaka",1,1,1000,August,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/33505/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3000,August,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32147/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,4000,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32146/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,4000,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32145/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3500,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32144/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3000,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32143/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,3000,June,Anyone,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32142/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",1,1,5000,June,Female,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/32140/bachelor
Room,Bachelor Room Rent,"Keraniganj, Dhaka",2,1,3300,June,Male,https://www.thetolet.com/bd/property-post/dhaka/keraniganj/7759/bachelor
