Rental_type,Bedroom,Bathroom,Rent,Month_Available,Gender_Suitability,Location,Area,adm3_pcode
Seat,1,1,2800,August,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2800,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2800,September,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2800,September,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2800,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2800,August,Male,"Modhubag,Rampura",rampura,BD302667
Seat,1,1,2800,August,Male,"Rampura,Dhaka",rampura,BD302667
Seat,1,1,2800,September,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2800,August,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2800,September,Male,"Shantibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2800,August,Male,"Sector4,Uttara",uttara,BD302695
Seat,1,1,2800,August,Male,"Sector11,Uttara",uttara,BD302695
Seat,1,1,2800,July,Male,"Uttara,Dhaka",uttara,BD302695
Seat,1,1,2800,August,Male,"NatunBazar,Vatara",vatara,BD302695
Seat,1,1,2800,September,Male,"NatunBazar,Vatara",vatara,BD302695
Seat,1,1,2833,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2833,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2833,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2835,September,Male,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,2850,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2850,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2850,September,Male,"EastShewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2855,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2855,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2860,August,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,2900,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2900,September,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,2900,August,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,2900,August,Male,"Noyanagor,Khilkhet",khilkhet,BD302637
Seat,1,1,2900,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2900,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2900,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2900,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2900,July,Male,"Mirpur13,Mirpur",mirpur,BD302648
Seat,1,1,2900,August,Male,"Shantibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2900,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,2900,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2900,July,Male,"Sector11,Uttara",uttara,BD302695
Seat,1,1,2900,August,Male,"NatunBazar,Vatara",vatara,BD302695
Seat,1,1,2917,September,Male,"Mugda,Dhaka",mugda,BD302688
Seat,1,1,2920,September,Male,"Kallyanpur,Mirpur",mirpur,BD302648
Seat,1,1,2920,September,Male,"Kallyanpur,Mirpur",mirpur,BD302648
Seat,1,1,2935,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2950,July,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2950,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2950,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2950,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2950,August,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2965,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Female,"Adabor,Dhaka",adabor,BD302602
Seat,1,1,3000,August,Male,"DhakaHousing,Adabor",adabor,BD302602
Seat,1,1,3000,August,Male,"Adabor,Dhaka",adabor,BD302602
Seat,1,1,3000,August,Male,"Satarkul,Badda",badda,BD302604
Seat,1,1,3000,August,Male,"Satarkul,Badda",badda,BD302604
Room,1,1,3000,August,Male,"BaddaDITProject,Badda",badda,BD302604
Seat,1,1,3000,August,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,3000,August,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,3000,August,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,3000,July,Female,"MiddleBadda,Badda",badda,BD302604
Room,1,1,3000,July,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,3000,September,Female,"BaddaDITProject,Badda",badda,BD302604
Seat,1,1,3000,September,Female,"NorthBadda,Badda",badda,BD302604
Seat,1,1,3000,September,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,3000,August,Male,"Matikata,Cantonment",cantonment,BD302608
Seat,1,1,3000,July,Male,"Manikdi,Cantonment",cantonment,BD302608
Room,1,1,3000,August,Male,"Dhamrai,Dhaka",dhamrai,BD302614
Seat,1,1,3000,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3000,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3000,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3000,August,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,3000,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3000,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Flat,1,1,3000,July,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3000,July,Male,"WestDhanmondi,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3000,August,Male,"Gulshan,Dhaka",gulshan,BD302626
Seat,1,1,3000,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3000,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3000,August,Male,"Niketon,Gulshan",gulshan,BD302626
Seat,1,1,3000,August,Male,"Baridhara,Gulshan",gulshan,BD302626
Seat,1,1,3000,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3000,August,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,3000,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3000,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3000,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3000,August,Male,"Dania,Jatrabari",jatrabari,BD302629
Seat,1,1,3000,August,Male,"Kochukhet,Kafrul",kafrul,BD302630
Seat,1,1,3000,August,Male,"Panthapath,Kalabagan",kalabagan,BD302633
Seat,1,1,3000,August,Male,"Kalabagan,Dhaka",kalabagan,BD302633
Seat,1,1,3000,August,Male,"Khilgaon,Dhaka",khilgaon,BD302636
Seat,1,1,3000,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3000,August,Male,"Moddopara,Khilkhet",khilkhet,BD302637
Seat,1,1,3000,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3000,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3000,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Room,1,1,3000,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3000,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3000,July,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3000,September,Male,"Uttarpara,Khilkhet",khilkhet,BD302637
Seat,1,1,3000,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3000,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3000,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,3000,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,3000,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Palashi,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Palashi,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Palashi,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,July,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,3000,July,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,October,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,September,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3000,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Room,1,1,3000,August,Female,"Mirpur7,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Male,"Mirpur14,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Male,"Shewrapara,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,2,1,3000,August,Male,"Mirpur11,Mirpur",mirpur,BD302648
Seat,1,1,3000,July,Male,"Kazipara,Mirpur",mirpur,BD302648
Seat,1,1,3000,July,Male,"Mirpur6,Mirpur",mirpur,BD302648
Seat,1,1,3000,July,Male,"EastShewrapara,Mirpur",mirpur,BD302648
Seat,1,1,3000,July,Male,"Mirpur2,Mirpur",mirpur,BD302648
Seat,1,1,3000,July,Male,"Mirpur12,Mirpur",mirpur,BD302648
Seat,1,1,3000,September,Male,"Mirpur12,Mirpur",mirpur,BD302648
Seat,1,1,3000,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Room,1,1,3000,August,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"RayerBazar,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Room,1,1,3000,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,3000,August,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,July,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,3000,June,Male,"RayerBazar,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,September,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3000,July,Male,"Arambag,Motijheel",motijheel,BD302654
Room,1,1,3000,August,Male,"Mugda,Dhaka",mugda,BD302688
Seat,1,1,3000,August,Male,"Mugda,Dhaka",mugda,BD302688
Seat,1,1,3000,August,Female,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,3000,July,Male,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"WestRampura,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"EastRampura,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"SouthBanasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"EastRampura,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"MohanagarProject,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,September,Male,"Modhubag,Rampura",rampura,BD302667
Seat,1,1,3000,September,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,September,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3000,August,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,August,Male,"Shantibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,August,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,August,Male,"Gulbagh,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,August,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,August,Male,"Shantibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,September,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3000,August,Male,"Tejgaon,Dhaka",tejgaon,BD302690
Seat,1,1,3000,August,Male,"Shukrabad,Tejgaon",tejgaon,BD302690
Seat,1,1,3000,August,Male,"NakhalPara,Tejgaon",tejgaon,BD302690
Seat,1,1,3000,July,Male,"Farmgate,Tejgaon",tejgaon,BD302690
Seat,1,1,3000,July,Male,"Tejgaon,Dhaka",tejgaon,BD302690
Seat,1,1,3000,September,Male,"RajaBazar,Tejgaon",tejgaon,BD302690
Room,1,1,3000,August,Male,"Diyabari,Uttara",uttara,BD302695
Seat,1,1,3000,August,Male,"Uttara,Dhaka",uttara,BD302695
Seat,1,1,3000,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,3000,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,3000,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,3000,July,Male,"Sector13,Uttara",uttara,BD302695
Seat,1,1,3000,July,Male,"Sector11,Uttara",uttara,BD302695
Seat,1,1,3000,August,Male,"Vatara,Dhaka",vatara,BD302695
Seat,1,1,3000,August,Male,"Kuril,Vatara",vatara,BD302695
Room,1,1,3000,August,Male,"NatunBazar,Vatara",vatara,BD302695
Seat,1,1,3000,August,Male,"NatunBazar,Vatara",vatara,BD302695
Room,1,1,3000,August,Male,"NurerChala,Vatara",vatara,BD302695
Seat,1,1,3000,August,Female,"Vatara,Dhaka",vatara,BD302695
Seat,1,1,3000,August,Male,"Sayedabad,Wari",wari,BD302640
Seat,1,1,3020,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3020,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3050,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3050,July,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3050,July,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3050,September,Female,"Farmgate,Tejgaon",tejgaon,BD302690
Seat,1,1,3066,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3100,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,3100,July,Male,"Chankharpul,Bangshal",bangshal,BD302605
Seat,1,1,3100,July,Male,"Chankharpul,Bangshal",bangshal,BD302605
Seat,1,1,3100,September,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,3100,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3100,September,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3100,September,Male,"Kallyanpur,Mirpur",mirpur,BD302648
Seat,1,1,3100,August,Male,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,3100,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3100,July,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3100,August,Male,"Sector9,Uttara",uttara,BD302695
Seat,1,1,3133,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3150,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3150,September,Male,"Mirpur,Dhaka",mirpur,BD302648
Seat,1,1,3165,August,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,3180,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3180,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3200,September,Male,"Ashkona,Airport",airport,BD302606
Seat,1,1,3200,August,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,3200,August,Female,"NorthBadda,Badda",badda,BD302604
Seat,1,1,3200,September,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,3200,August,Male,"Daskhinkhan,Dhaka",daskhinkhan,BD302610
Seat,1,1,3200,August,Female,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,3,1,3200,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3200,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,3,1,3200,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3200,September,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3200,September,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,3200,August,Female,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3200,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3200,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3200,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3200,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3200,July,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3200,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3200,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3200,September,Male,"OldDhaka,Lalbag",lalbag,BD302642
Seat,1,1,3200,August,Male,"Kazipara,Mirpur",mirpur,BD302648
Seat,1,1,3200,September,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,3200,September,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3200,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3200,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3200,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3200,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3200,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,3200,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,3200,July,Male,"Kuril,Vatara",vatara,BD302695
Seat,1,1,3220,September,Female,"Mirpur14,Mirpur",mirpur,BD302648
Seat,1,1,3220,August,Male,"Nilkhet,NewMarket",nilkhet,BD302666
Seat,1,1,3250,September,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3250,July,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3250,August,Male,"ShonirAkhra,Jatrabari",jatrabari,BD302629
Seat,1,1,3250,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3250,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3250,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3250,September,Female,"SenparaParbata,Mirpur",mirpur,BD302648
Seat,1,1,3250,August,Male,"ChandmiyaHousing,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3250,September,Male,"ChandmiyaHousing,Mohammadpur",mohammadpur,BD302650
Seat,1,1,3250,September,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,3250,August,Male,"Fakirapool,Motijheel",motijheel,BD302654
Seat,1,1,3250,August,Male,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,3250,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3250,August,Male,"EastRampura,Rampura",rampura,BD302667
Seat,1,1,3250,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,3250,September,Male,"EastRampura,Rampura",rampura,BD302667
Seat,1,1,3250,September,Male,"Rampura,Dhaka",rampura,BD302667
Seat,1,1,3250,September,Male,"EastRampura,Rampura",rampura,BD302667
Seat,1,1,3250,August,Male,"Sector11,Uttara",uttara,BD302695
Seat,1,1,3250,September,Male,"Sector12,Uttara",uttara,BD302695
Seat,1,1,3250,September,Male,"Vatara,Dhaka",vatara,BD302695
Seat,1,1,3250,September,Male,"BashundharaR.A,Vatara",vatara,BD302695
Seat,1,1,3300,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3300,August,Female,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3300,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3300,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,3300,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3300,September,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,3300,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,3300,September,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,3300,August,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Room,1,1,3300,September,Male,"Arambag,Motijheel",motijheel,BD302654
Seat,1,1,3300,September,Male,"Banasree,Rampura",rampura,BD302667
Room,1,1,3300,August,Male,"Savar,Dhaka",savar,BD302672
Seat,1,1,3300,September,Male,"Shukrabad,Tejgaon",tejgaon,BD302690
Seat,1,1,3320,September,Female,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,3325,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3333,August,Male,"Sector12,Uttara",uttara,BD302695
Seat,1,1,3350,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3350,August,Male,"Namapara,Khilkhet",khilkhet,BD302637
Seat,1,1,3350,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3350,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3350,August,Male,"RajaBazar,Tejgaon",tejgaon,BD302690
Seat,1,1,3350,August,Male,"Sector11,Uttara",uttara,BD302695
Seat,1,1,3390,August,Male,"Sector14,Uttara",uttara,BD302695
Seat,1,1,3400,August,Male,"Agargaon,Sher-E-BanglaNagar",agargaon,BD302680
Seat,1,1,3400,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3400,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3400,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3400,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,3400,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,3400,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,3400,July,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,3400,July,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,3400,August,Female,"Mouchak,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,3450,July,Female,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3450,September,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,3480,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Room,1,1,3500,August,Male,"Ashkona,Airport",airport,BD302606
Room,1,1,3500,August,Female,"NorthBadda,Badda",badda,BD302604
Seat,1,1,3500,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,3500,September,Male,"AftabNagar,Badda",badda,BD302604
Room,1,1,3500,September,Male,"Satarkul,Badda",badda,BD302604
Room,1,1,3500,September,Female,"BaddaDITProject,Badda",badda,BD302604
Seat,1,1,3500,August,Male,"Banani,Dhaka",banani,BD302690
Seat,1,1,3500,September,Female,"Chankharpul,Bangshal",bangshal,BD302605
Seat,1,1,3500,August,Male,"Cantonment,Dhaka",cantonment,BD302608
Room,1,1,3500,August,Male,"Daskhinkhan,Dhaka",daskhinkhan,BD302610
Seat,1,1,3500,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Female,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"WestDhanmondi,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"WestDhanmondi,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi32,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Room,1,1,3500,July,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,September,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,3500,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3500,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3500,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3500,August,Male,"Baridhara,Gulshan",gulshan,BD302626
Seat,1,1,3500,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,3500,August,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,3500,July,Female,"Mohakhali,Gulshan",gulshan,BD302626
