Rental_type,Bedroom,Bathroom,Rent,Month_Available,Gender_Suitability,Location,Area,adm3_pcode
Seat,1,1,2200,August,Male,"Uttarpara,Khilkhet",khilkhet,BD302637
Seat,1,1,2200,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2200,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2200,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2200,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2200,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2200,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2200,October,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2200,August,Male,"Kazipara,Mirpur",mirpur,BD302648
Seat,1,1,2200,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2200,August,Male,"Kallyanpur,Mirpur",mirpur,BD302648
Seat,1,1,2200,August,Male,"Shewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2200,August,Male,"Mirpur13,Mirpur",mirpur,BD302648
Seat,1,1,2200,July,Male,"Mirpur11,Mirpur",mirpur,BD302648
Seat,1,1,2200,September,Male,"Kazipara,Mirpur",mirpur,BD302648
Seat,1,1,2200,September,Male,"Mirpur2,Mirpur",mirpur,BD302648
Seat,1,1,2200,August,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2200,July,Male,"ChadUddan,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2200,September,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2200,August,Male,"SouthBanasree,Rampura",rampura,BD302667
Seat,1,1,2200,August,Male,"SouthBanasree,Rampura",rampura,BD302667
Seat,1,1,2200,August,Male,"Gulbagh,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2200,August,Male,"Sector13,Uttara",uttara,BD302695
Seat,1,1,2200,August,Male,"Sector6,Uttara",uttara,BD302695
Seat,1,1,2200,August,Male,"Diyabari,Uttara",uttara,BD302695
Seat,1,1,2215,August,Male,"SenparaParbata,Mirpur",mirpur,BD302648
Room,1,1,2250,September,Male,"Jatrabari,Dhaka",jatrabari,BD302629
Seat,1,1,2250,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2250,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2250,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2250,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2250,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2250,August,Male,"WestShewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2250,August,Male,"Bosila,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2250,July,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2250,September,Male,"Katasur,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2250,September,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2250,August,Male,"Gulbagh,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2250,September,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2250,August,Male,"Shukrabad,Tejgaon",tejgaon,BD302690
Seat,1,1,2250,August,Male,"Sector8,Uttara",uttara,BD302695
Seat,1,1,2250,September,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2256,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2260,September,Male,"Matikata,Cantonment",cantonment,BD302608
Seat,1,1,2267,August,Male,"Mirpur,Dhaka",mirpur,BD302648
Seat,1,1,2275,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2285,August,Male,"Sutrapur,Dhaka",sutrapur,BD302688
Seat,1,1,2285,August,Male,"Sutrapur,Dhaka",sutrapur,BD302688
Seat,1,1,2300,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2300,August,Male,"Daskhinkhan,Dhaka",daskhinkhan,BD302610
Room,1,1,2300,September,Male,"Uttarkhan,Dhaka",uttarkhan,BD302696
Seat,1,1,2300,August,Male,"Khilgaon,Dhaka",khilgaon,BD302636
Seat,1,1,2300,August,Male,"Taltola,Khilgaon",khilgaon,BD302636
Seat,1,1,2300,September,Male,"Kadamtala,Khilgaon",khilgaon,BD302636
Seat,1,1,2300,August,Male,"Uttarpara,Khilkhet",khilkhet,BD302637
Seat,1,1,2300,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2300,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2300,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2300,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2300,August,Female,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2300,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2300,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2300,September,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2300,September,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2300,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2300,August,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2300,September,Male,"Katasur,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2300,September,Female,"WestRampura,Rampura",rampura,BD302667
Seat,1,1,2300,September,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2300,August,Male,"Farmgate,Tejgaon",tejgaon,BD302690
Room,1,1,2300,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2320,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2320,September,Male,"Katasur,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2333,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2333,September,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2333,September,Male,"Shamibag,Sutrapur",sutrapur,BD302688
Seat,1,1,2350,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2350,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2350,September,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2350,September,Male,"Kazipara,Mirpur",mirpur,BD302648
Seat,1,1,2350,September,Male,"HouseBuilding,Uttara",uttara,BD302695
Seat,1,1,2360,August,Male,"Banani,Dhaka",banani,BD302690
Seat,1,1,2363,October,Male,"Goran,Khilgaon",khilgaon,BD302636
Seat,1,1,2363,September,Male,"Khilgaon,Dhaka",khilgaon,BD302636
Seat,1,1,2367,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2375,August,Male,"Mirpur12,Mirpur",mirpur,BD302648
Seat,1,1,2400,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2400,August,Male,"Kajla,Jatrabari",jatrabari,BD302629
Seat,1,1,2400,September,Female,"ShonirAkhra,Jatrabari",jatrabari,BD302629
Seat,1,1,2400,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2400,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2400,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2400,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2400,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2400,August,Male,"Rosulbag,Lalbag",lalbag,BD302642
Seat,1,1,2400,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2400,September,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2400,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2400,August,Female,"WestShewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2400,August,Male,"Mirpur2,Mirpur",mirpur,BD302648
Seat,1,1,2400,August,Male,"Mirpur12,Mirpur",mirpur,BD302648
Seat,1,1,2400,August,Male,"DhakaUddanHousing,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2400,August,Male,"WestRajarbazar,Tejgaon",tejgaon,BD302690
Seat,1,1,2400,July,Male,"Farmgate,Tejgaon",tejgaon,BD302690
Seat,1,1,2400,August,Male,"Sector4,Uttara",uttara,BD302695
Seat,1,1,2400,September,Male,"Sector4,Uttara",uttara,BD302695
Seat,1,1,2450,September,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2450,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2450,August,Male,"Azampur,Uttara",uttara,BD302695
Room,1,1,2450,September,Male,"Uttara,Dhaka",uttara,BD302695
Seat,1,1,2470,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"BaitulAmanHousing,Adabor",adabor,BD302602
Seat,1,1,2500,August,Male,"HaziCamp,Airport",airport,BD302606
Seat,1,1,2500,August,Male,"BaddaDITProject,Badda",badda,BD302604
Seat,1,1,2500,August,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,2500,August,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,2500,August,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,2500,August,Male,"MerulBadda,Badda",badda,BD302604
Seat,1,1,2500,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2500,September,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,2500,September,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2500,August,Male,"Bhashantek,Dhaka",bhashantek,BD302695
Seat,1,1,2500,August,Female,"ECBChattar,Cantonment",cantonment,BD302608
Seat,1,1,2500,October,Male,"Kawlar,Daskhinkhan",daskhinkhan,BD302610
Seat,1,1,2500,September,Male,"Kawlar,Daskhinkhan",daskhinkhan,BD302610
Seat,1,1,2500,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,August,Male,"Dhanmondi15,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,September,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,September,Male,"ElephantRoad,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,September,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,September,Male,"Dhanmondi32,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,September,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2500,August,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,2500,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2500,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2500,August,Male,"Jatrabari,Dhaka",jatrabari,BD302629
Seat,1,1,2500,August,Male,"Kalabagan,Dhaka",kalabagan,BD302633
Seat,1,1,2500,September,Male,"Kalabagan,Dhaka",kalabagan,BD302633
Seat,1,1,2500,September,Male,"Taltola,Khilgaon",khilgaon,BD302636
Seat,1,1,2500,September,Male,"Basabo,Khilgaon",khilgaon,BD302636
Seat,1,1,2500,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2500,August,Male,"Moddopara,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,August,Male,"Moddopara,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Female,"Moddopara,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2500,August,Male,"Rosulbag,Lalbag",lalbag,BD302642
Room,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Rosulbag,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,July,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2500,July,Female,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2500,September,Male,"Lalbag,Dhaka",lalbag,BD302642
Seat,1,1,2500,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"EastShewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"Mirpur6,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"Shewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2500,July,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2500,July,Female,"Mirpur12,Mirpur",mirpur,BD302648
Seat,1,1,2500,July,Male,"Mirpur11,Mirpur",mirpur,BD302648
Seat,1,1,2500,September,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2500,September,Male,"Kallyanpur,Mirpur",mirpur,BD302648
Seat,1,1,2500,September,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2500,September,Male,"SenparaParbata,Mirpur",mirpur,BD302648
Seat,1,1,2500,September,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2500,August,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,August,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2500,August,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,August,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,August,Male,"DhakaUddanHousing,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,July,Male,"40Feet,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,July,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2500,September,Male,"MohammadiaHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,September,Male,"Shyamoli,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,September,Male,"KaderabadHousingSociety,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2500,August,Male,"Komlapur,Motijheel",motijheel,BD302654
Seat,1,1,2500,August,Male,"Fakirapool,Motijheel",motijheel,BD302654
Seat,1,1,2500,August,Male,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,2500,August,Male,"Eskaton,Ramna",ramna,BD302666
Seat,1,1,2500,September,Male,"Moghbazar,Ramna",ramna,BD302666
Seat,1,1,2500,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2500,August,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2500,August,Male,"Hazipara,Rampura",rampura,BD302667
Seat,1,1,2500,August,Male,"Modhubag,Rampura",rampura,BD302667
Seat,1,1,2500,August,Male,"Savar,Dhaka",savar,BD302672
Seat,1,1,2500,September,Female,"Savar,Dhaka",savar,BD302672
Seat,1,1,2500,August,Male,"Malibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2500,July,Male,"Shahjahanpur,Dhaka",shahjahanpur,BD302650
Seat,1,1,2500,September,Male,"Gulbagh,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2500,August,Male,"WestRajarbazar,Tejgaon",tejgaon,BD302690
Seat,1,1,2500,August,Male,"TejgaonI/A,Dhaka",tejgaon,BD302690
Seat,1,1,2500,August,Male,"WestRajarbazar,Tejgaon",tejgaon,BD302690
Seat,1,1,2500,August,Male,"Shukrabad,Tejgaon",tejgaon,BD302690
Seat,1,1,2500,August,Male,"Sector9,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Sector12,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Sector7,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,2500,August,Male,"Vatara,Dhaka",vatara,BD302695
Seat,1,1,2500,August,Male,"Kuril,Vatara",vatara,BD302695
Seat,1,1,2500,August,Male,"BashundharaR.A,Vatara",vatara,BD302695
Seat,1,1,2500,August,Male,"BashundharaR.A,Vatara",vatara,BD302695
Seat,1,1,2500,August,Male,"NatunBazar,Vatara",vatara,BD302695
Seat,1,1,2500,September,Male,"Solmaid,Vatara",vatara,BD302695
Flat,1,1,2500,September,Male,"BashundharaR.A,Vatara",vatara,BD302695
Seat,1,1,2520,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2530,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2545,August,Male,"DhakaUddanHousing,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2550,September,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2570,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2600,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2600,August,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,2600,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2600,August,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2600,September,Male,"WestDhanmondi,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2600,July,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2600,September,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,2600,August,Male,"Mir-Hazirbag,Jatrabari",jatrabari,BD302629
Seat,1,1,2600,August,Male,"Kalabagan,Dhaka",kalabagan,BD302633
Seat,1,1,2600,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2600,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2600,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2600,August,Male,"Rosulbag,Lalbag",lalbag,BD302642
Seat,1,1,2600,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2600,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2600,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2600,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2600,September,Male,"Monipur,Mirpur",mirpur,BD302648
Seat,1,1,2600,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2600,August,Male,"Shyamoli,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2600,September,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2600,September,Male,"Banasree,Rampura",rampura,BD302667
Seat,1,1,2600,August,Male,"Shantibag,Shahjahanpur",shahjahanpur,BD302650
Seat,1,1,2600,August,Male,"RajaBazar,Tejgaon",tejgaon,BD302690
Seat,1,1,2600,August,Male,"NakhalPara,Tejgaon",tejgaon,BD302690
Seat,1,1,2600,August,Male,"Sector6,Uttara",uttara,BD302695
Seat,1,1,2600,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2600,August,Male,"Sector10,Uttara",uttara,BD302695
Seat,1,1,2600,July,Male,"Sector6,Uttara",uttara,BD302695
Room,1,1,2600,September,Anyone,"Sector10,Uttara",uttara,BD302695
Seat,1,1,2625,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2650,September,Female,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2650,September,Female,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2650,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2650,August,Male,"Bakshibazar,Lalbag",lalbag,BD302642
Seat,1,1,2650,July,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2650,August,Male,"Shewrapara,Mirpur",mirpur,BD302648
Seat,1,1,2650,July,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2650,September,Male,"Mirpur10,Mirpur",mirpur,BD302648
Seat,1,1,2650,August,Male,"Mohammadpur,Dhaka",mohammadpur,BD302650
Seat,1,1,2650,July,Male,"Shekhertek,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2650,August,Male,"Sector9,Uttara",uttara,BD302695
Seat,1,1,2660,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2690,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2700,August,Male,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2700,August,Male,"AftabNagar,Badda",badda,BD302604
Seat,1,1,2700,August,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,2700,September,Male,"MerulBadda,Badda",badda,BD302604
Seat,1,1,2700,September,Male,"BaddaDITProject,Badda",badda,BD302604
Seat,1,1,2700,September,Male,"Chankharpul,Bangshal",bangshal,BD302605
Seat,1,1,2700,September,Male,"Daskhinkhan,Dhaka",daskhinkhan,BD302610
Seat,1,1,2700,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2700,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2700,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2700,August,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,2700,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2700,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2700,August,Male,"Khilgaon,Dhaka",khilgaon,BD302636
Seat,1,1,2700,August,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2700,August,Male,"Khilkhet,Dhaka",khilkhet,BD302637
Seat,1,1,2700,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2700,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2700,August,Female,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2700,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2700,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2700,September,Male,"Bakshibazar,Lalbag",lalbag,BD302642
Seat,1,1,2700,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2700,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2700,August,Female,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2700,September,Male,"Mirpur2,Mirpur",mirpur,BD302648
Seat,1,1,2700,September,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2700,September,Male,"Katasur,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2700,August,Male,"Gopibag,Motijheel",motijheel,BD302654
Seat,1,1,2700,August,Female,"Nayatola,Ramna",ramna,BD302666
Seat,1,1,2700,August,Male,"Modhubag,Rampura",rampura,BD302667
Seat,1,1,2700,August,Male,"Savar,Dhaka",savar,BD302672
Seat,1,1,2700,August,Male,"Savar,Dhaka",savar,BD302672
Seat,1,1,2700,August,Male,"TejkuniPara,Tejgaon",tejgaon,BD302690
Seat,1,1,2700,August,Male,"Azampur,Uttara",uttara,BD302695
Seat,1,1,2720,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2740,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2750,August,Female,"NorthBadda,Badda",badda,BD302604
Seat,1,1,2750,September,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,2750,August,Male,"Shahjadpur,Gulshan",gulshan,BD302626
Seat,1,1,2750,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2750,September,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2750,September,Male,"Kochukhet,Kafrul",kafrul,BD302630
Seat,1,1,2750,August,Male,"Noyanagor,Khilkhet",khilkhet,BD302637
Seat,1,1,2750,August,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2750,August,Male,"Kallyanpur,Mirpur",mirpur,BD302648
Seat,1,1,2750,July,Male,"Mirpur12,Mirpur",mirpur,BD302648
Seat,1,1,2750,August,Male,"Tikkapara,Mohammadpur",mohammadpur,BD302650
Seat,1,1,2750,September,Male,"Agargaon,Sher-E-BanglaNagar",sherebanglanagar,BD302680
Seat,1,1,2765,August,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2765,July,Male,"Mirpur1,Mirpur",mirpur,BD302648
Seat,1,1,2800,September,Male,"MiddleBadda,Badda",badda,BD302604
Seat,1,1,2800,September,Male,"Badda,Dhaka",badda,BD302604
Seat,1,1,2800,August,Male,"Naddapara,Daskhinkhan",daskhinkhan,BD302610
Room,1,1,2800,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2800,August,Male,"Shangkar,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2800,August,Male,"Dhanmondi32,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2800,August,Male,"Dhanmondi,Dhaka",dhanmondi,BD302616
Seat,1,1,2800,September,Male,"Zigatola,Dhanmondi",dhanmondi,BD302616
Seat,1,1,2800,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2800,August,Male,"Mohakhali,Gulshan",gulshan,BD302626
Seat,1,1,2800,September,Male,"Gulshan2,Gulshan",gulshan,BD302626
Seat,1,1,2800,September,Male,"ShonirAkhra,Jatrabari",jatrabari,BD302629
Seat,1,1,2800,August,Male,"Namapara,Khilkhet",khilkhet,BD302637
Seat,1,1,2800,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2800,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2800,September,Male,"Nikunja2,Khilkhet",khilkhet,BD302637
Seat,1,1,2800,July,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2800,September,Male,"Azimpur,Lalbag",lalbag,BD302642
Seat,1,1,2800,September,Male,"Rosulbag,Lalbag",lalbag,BD302642
Seat,1,1,2800,August,Male,"Mirpur,Dhaka",mirpur,BD302648
Seat,1,1,2800,August,Female,"Mirpur1,Mirpur",mirpur,BD302648
